"_mkv_child",description,"rule_name_short","splunk_app","tactic_id","tactic_name",technique,"technique_id","technique_name"
0,"This search looks for specific GET or HEAD requests to web servers that are indicative of reconnaissance attempts to identify vulnerable JBoss servers. JexBoss is described as the exploit tool of choice for this malicious activity.","Detect attackers scanning for vulnerable JBoss servers","Enterprise Security Content Update",TA0007,Discovery,"TA0007;Discovery;System Information Discovery",T1082,"System Information Discovery"
0,"Monitor for changes of the ExecutionPolicy in the registry to the values ""unrestricted"" or ""bypass,"" which allows the execution of malicious scripts.","Attempt To Set Default PowerShell Execution Policy To Unrestricted or Bypass","Enterprise Security Content Update",TA0002,Execution,"TA0002;Execution;PowerShell",T1086,PowerShell
0,"Monitor for changes of the ExecutionPolicy in the registry to the values ""unrestricted"" or ""bypass,"" which allows the execution of malicious scripts.","Attempt To Set Default PowerShell Execution Policy To Unrestricted or Bypass","Enterprise Security Content Update","TA0002
TA0005","Execution
Defense Evasion","TA0002;Execution;Scripting",T1064,"Scripting
Scripting"
1,"Monitor for changes of the ExecutionPolicy in the registry to the values ""unrestricted"" or ""bypass,"" which allows the execution of malicious scripts.","Attempt To Set Default PowerShell Execution Policy To Unrestricted or Bypass","Enterprise Security Content Update","TA0002
TA0005","Execution
Defense Evasion","TA0005;Defense Evasion;Scripting",T1064,"Scripting
Scripting"
0,"Monitor for execution of reg.exe with parameters specifying an export of keys that contain hashed credentials that attackers may try to crack offline.","Attempted Credential Dump From Registry via Reg.exe","Enterprise Security Content Update",TA0006,"Credential Access","TA0006;Credential Access;Credential Dumping",T1003,"Credential Dumping"
0,"Attackers leverage an existing Windows binary, attrib.exe, to mark specific as hidden by using specific flags so that the victim does not see the file.  The search looks for specific command-line arguments to detect the use of attrib.exe to hide files.","Hiding Files And Directories With Attrib.exe","Enterprise Security Content Update","TA0003
TA0005","Persistence
Defense Evasion","TA0003;Persistence;Hidden Files and Directories",T1158,"Hidden Files and Directories
Hidden Files and Directories"
1,"Attackers leverage an existing Windows binary, attrib.exe, to mark specific as hidden by using specific flags so that the victim does not see the file.  The search looks for specific command-line arguments to detect the use of attrib.exe to hide files.","Hiding Files And Directories With Attrib.exe","Enterprise Security Content Update","TA0003
TA0005","Persistence
Defense Evasion","TA0005;Defense Evasion;Hidden Files and Directories",T1158,"Hidden Files and Directories
Hidden Files and Directories"
0,"This search looks for flags passed to schtasks.exe on the command-line that indicate that task names related to the execution of Bad Rabbit ransomware were created or deleted.","Scheduled tasks used in BadRabbit ransomware","Enterprise Security Content Update","TA0002
TA0003
TA0004","Execution
Persistence
Privilege Escalation","TA0002;Execution;Scheduled Task",T1053,"Scheduled Task
Scheduled Task
Scheduled Task"
1,"This search looks for flags passed to schtasks.exe on the command-line that indicate that task names related to the execution of Bad Rabbit ransomware were created or deleted.","Scheduled tasks used in BadRabbit ransomware","Enterprise Security Content Update","TA0002
TA0003
TA0004","Execution
Persistence
Privilege Escalation","TA0003;Persistence;Scheduled Task",T1053,"Scheduled Task
Scheduled Task
Scheduled Task"
2,"This search looks for flags passed to schtasks.exe on the command-line that indicate that task names related to the execution of Bad Rabbit ransomware were created or deleted.","Scheduled tasks used in BadRabbit ransomware","Enterprise Security Content Update","TA0002
TA0003
TA0004","Execution
Persistence
Privilege Escalation","TA0004;Privilege Escalation;Scheduled Task",T1053,"Scheduled Task
Scheduled Task
Scheduled Task"
0,"The search looks for a batch file (.bat) written to the Windows system directory tree.","Batch File Write to System32","Enterprise Security Content Update","TA0002
TA0005","Execution
Defense Evasion","TA0002;Execution;Scripting",T1064,"Scripting
Scripting"
1,"The search looks for a batch file (.bat) written to the Windows system directory tree.","Batch File Write to System32","Enterprise Security Content Update","TA0002
TA0005","Execution
Defense Evasion","TA0005;Defense Evasion;Scripting",T1064,"Scripting
Scripting"
0,"This search looks for DNS requests for faux domains similar to the domains that you want to have monitored for abuse.","Monitor DNS For Brand Abuse","Enterprise Security Content Update",,,"",T1328,
0,"This search looks for Web requests to faux domains similar to the one that you want to have monitored for abuse.","Monitor Web Traffic For Brand Abuse","Enterprise Security Content Update",,,"",T1328,
0,"This search looks for changes to registry values that control Windows file associations, executed by a process that is not typical for legitimate, routine changes to this area.","Suspicious Changes to File Associations","Enterprise Security Content Update",TA0003,Persistence,"TA0003;Persistence;Change Default File Association",T1042,"Change Default File Association"
0,"This search looks for child processes of spoolsv.exe. This activity is associated with a POC privilege-escalation exploit associated with CVE-2018-8440. Spoolsv.exe is the process associated with the Print Spooler service in Windows and typically runs as SYSTEM.","Child Processes of Spoolsv.exe","Enterprise Security Content Update",TA0004,"Privilege Escalation","TA0004;Privilege Escalation;Exploitation for Privilege Escalation",T1068,"Exploitation for Privilege Escalation"
0,"This search allows you to identify the endpoints that have connected to more than five DNS servers and made DNS Queries over the time frame of the search.","Clients Connecting to Multiple DNS Servers","Enterprise Security Content Update",TA0010,Exfiltration,"TA0010;Exfiltration;Exfiltration Over Alternative Protocol",T1048,"Exfiltration Over Alternative Protocol"
0,"The search looks for file modifications with extensions commonly used by Ransomware","Common Ransomware Extensions","Enterprise Security Content Update",TA0009,Collection,"TA0009;Collection;Data Staged",T1074,"Data Staged"
0,"The search looks for files created with names matching those typically used in ransomware notes that tell the victim how to get their data back.","Common Ransomware Notes","Enterprise Security Content Update",,,"",TA0011,
0,"This search looks for the creation or deletion of hidden shares using net.exe.","Create or delete hidden shares using net.exe","Enterprise Security Content Update",TA0002,Execution,"TA0002;Execution;Command-Line Interface",T1059,"Command-Line Interface"
0,"This search looks for the creation of local administrator accounts using net.exe.","Create local admin accounts using net.exe","Enterprise Security Content Update",TA0002,Execution,"TA0002;Execution;Command-Line Interface",T1059,"Command-Line Interface"
0,"Detect remote thread creation into LSASS consistent with credential dumping.","Create Remote Thread into LSASS","Enterprise Security Content Update",TA0006,"Credential Access","TA0006;Credential Access;Credential Dumping",T1003,"Credential Dumping"
0,"Monitor for signs that Ntdsutil, Vssadmin, or Wmic has been used to create a shadow copy.","Creation of Shadow Copy","Enterprise Security Content Update",TA0006,"Credential Access","TA0006;Credential Access;Credential Dumping",T1003,"Credential Dumping"
0,"This search detects the use of wmic and Powershell to create a shadow copy.","Creation of Shadow Copy with wmic and powershell","Enterprise Security Content Update",TA0006,"Credential Access","TA0006;Credential Access;Credential Dumping",T1003,"Credential Dumping"
0,"This search detects credential dumping using copy command from a shadow copy.","Credential Dumping via Copy Command from Shadow Copy","Enterprise Security Content Update",TA0006,"Credential Access","TA0006;Credential Access;Credential Dumping",T1003,"Credential Dumping"
0,"This search looks for execution of reg.exe with parameters specifying an export of keys that contain hashed credentials that attackers may try to crack offline,","Attempted Credential Dump From Registry Via Reg.exe","Enterprise Security Content Update",TA0006,"Credential Access","TA0006;Credential Access;Credential Dumping",T1003,"Credential Dumping"
0,"This search detects the creation of a symlink to a shadow copy.","Credential Dumping via Symlink to Shadow Copy","Enterprise Security Content Update",TA0006,"Credential Access","TA0006;Credential Access;Credential Dumping",T1003,"Credential Dumping"
0,"This search looks for the execution of the cscript.exe or wscript.exe processes, with a parent of cmd.exe. The search will return the count, the first and last time this execution was seen on a machine, the user, and the destination of the machine","Detect Use of cmd.exe to Launch Script Interpreters","Enterprise Security Content Update",TA0002,Execution,"TA0002;Execution;Command-Line Interface",T1059,"Command-Line Interface"
0,"The vssadmin.exe utility is used to interact with the Volume Shadow Copy Service.  Wmic is an interface to the Windows Management Instrumentation.  This search looks for either of these tools being used to delete shadow copies.","Deleting Shadow Copies","Enterprise Security Content Update",TA0005,"Defense Evasion","TA0005;Defense Evasion;File Deletion",T1107,"File Deletion"
0,"The vssadmin.exe utility is used to interact with the Volume Shadow Copy Service.  Wmic is an interface to the Windows Management Instrumentation.  This search looks for either of these tools being used to delete shadow copies.","Deleting Shadow Copies","Enterprise Security Content Update",TA0002,Execution,"TA0002;Execution;Command-Line Interface",T1059,"Command-Line Interface"
0,"This search looks for reading lsass memory consistent with credential dumping.","Detect Credential Dumping through LSASS access","Enterprise Security Content Update",TA0006,"Credential Access","TA0006;Credential Access;Credential Dumping",T1003,"Credential Dumping"
0,"This search looks for reading loaded Images unique to credential dumping with Mimikatz.","Detect Mimikatz Using Loaded Images","Enterprise Security Content Update",TA0006,"Credential Access","TA0006;Credential Access;Credential Dumping",T1003,"Credential Dumping"
